Id,ProductId,UserId,Text
61,B004N5KULM,A1ZR8O62VSU4OK,"While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target"
62,B004N5KULM,A7ZK2A3VIW7X9,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy"
63,B001EO5TPM,A1E09XGZUR78C6,Arrived in 6 days and were so stale i could not eat any of the 6 bags
64,B005DUM9UQ,A3HR0ZZOFKQ97N,I have used the endurolyte product for several years in both pill and powder form
64,B005DUM9UQ,A3HR0ZZOFKQ97N,"Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides"
64,B005DUM9UQ,A3HR0ZZOFKQ97N,"Same for desert racing in the buggy, the camelbaks were always laced with the powde"
64,B005DUM9UQ,A3HR0ZZOFKQ97N,Now we have the Fizz
64,B005DUM9UQ,A3HR0ZZOFKQ97N,what a great product
64,B005DUM9UQ,A3HR0ZZOFKQ97N,"Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products"
64,B005DUM9UQ,A3HR0ZZOFKQ97N,"Second its convenient, handly tablets that dissovle in a fizz"
64,B005DUM9UQ,A3HR0ZZOFKQ97N,Third it tastes great
64,B005DUM9UQ,A3HR0ZZOFKQ97N,"Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango"
64,B005DUM9UQ,A3HR0ZZOFKQ97N,The camelbaks always get the Fizz now
64,B005DUM9UQ,A3HR0ZZOFKQ97N,I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes
64,B005DUM9UQ,A3HR0ZZOFKQ97N,I cannot recommend this product or any hammer product highly enough
65,B005DUM9UQ,A2XIHNXODNZGV4,This product serves me well as a source of electrolytes during and after a long run or bike ride
65,B005DUM9UQ,A2XIHNXODNZGV4,I have tried all of the flavors but really do like the grapefruit flavo
65,B005DUM9UQ,A2XIHNXODNZGV4,no after-taste and I actually like the slight carbonation
65,B005DUM9UQ,A2XIHNXODNZGV4,I use other Hammer products and really like their whole product line
66,B005DUM9UQ,A3TWF9DQ6MU87E,This stuff really works for preventing cramping during the middle to latter stages of your rides
66,B005DUM9UQ,A3TWF9DQ6MU87E,Pop 1 into each water bottle and you're set
66,B005DUM9UQ,A3TWF9DQ6MU87E,Flavor is fine and goes down easy
67,B005DUM9UQ,AEFIZIJ1FK1BK,For those of us on a low carb diet these little tablets are just the thing
67,B005DUM9UQ,AEFIZIJ1FK1BK,Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat
67,B005DUM9UQ,AEFIZIJ1FK1BK,I was drinking plain water but did a little research and thought electrolytes might be the issue
67,B005DUM9UQ,AEFIZIJ1FK1BK,Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative
67,B005DUM9UQ,AEFIZIJ1FK1BK,"The ""zero carb"" sports drinks didn't help so what to do"
67,B005DUM9UQ,AEFIZIJ1FK1BK,One day I ran across these at my bike shop so tried a tube of them
67,B005DUM9UQ,AEFIZIJ1FK1BK,voila
67,B005DUM9UQ,AEFIZIJ1FK1BK,problem solved
67,B005DUM9UQ,AEFIZIJ1FK1BK,I've shared them with two friends in particular whose problems with leg cramps were resolved while using these
67,B005DUM9UQ,AEFIZIJ1FK1BK,These guys got it right -- they are superbly formulated and simply work
68,B005DUM9UQ,A8OFFIAL6XTOH,"I purchased the Mango flavor, and to me it doesn't take like Mango at all"
68,B005DUM9UQ,A8OFFIAL6XTOH,"There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice"
68,B005DUM9UQ,A8OFFIAL6XTOH,"I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried"
68,B005DUM9UQ,A8OFFIAL6XTOH,The mango flavor is one of the least appealing I've tasted
68,B005DUM9UQ,A8OFFIAL6XTOH,"It's not terrible, but it's bad enough that I notice the bad taste every sip I take"
69,B000E7VI7S,A1KL2LAW08X6UQ,"If you're impulsive like me, then $6 is ok"
69,B000E7VI7S,A1KL2LAW08X6UQ,"Don't get me wrong, the quality of these babies is very good and I have no complaints"
69,B000E7VI7S,A1KL2LAW08X6UQ,"But in retrospect, the price is a little ridiculous (esp"
69,B000E7VI7S,A1KL2LAW08X6UQ,when you add on the shipping)
70,B000E7VI7S,AWCBF2ZWIN57F,this was sooooo deliscious but too bad i ate em too fast and gained 2 pds
70,B000E7VI7S,AWCBF2ZWIN57F,my fault
71,B001GVISJC,A27TKQHFW0FB5N,These Albanese gummi bears and rings and so on are very good and tasty and high quality
71,B001GVISJC,A27TKQHFW0FB5N,The bears even have little faces
71,B001GVISJC,A27TKQHFW0FB5N,"At my local candy store this type of gummi stuff (bears, rings, snakes, balls, worms, whatever) are about $10/l"
71,B001GVISJC,A27TKQHFW0FB5N,These twin packs of 4
71,B001GVISJC,A27TKQHFW0FB5N,5 or 5 pound bags is a screaming deal as far as I'm concerned
71,B001GVISJC,A27TKQHFW0FB5N,I'm probably 50 pounds deep in these friggin' things
71,B001GVISJC,A27TKQHFW0FB5N,Consumed
72,B001GVISJC,A3BDOAPSF96WGQ,Grape gummy bears are hard to find in my area
72,B001GVISJC,A3BDOAPSF96WGQ,In fact pretty much anyone I talk to about grape gummy bears they think I'm lying
72,B001GVISJC,A3BDOAPSF96WGQ,So I bought 10lbs
72,B001GVISJC,A3BDOAPSF96WGQ,": ) These bears are a little bit bigger then the other brands and have kind of sour kick, but nothing to strong"
72,B001GVISJC,A3BDOAPSF96WGQ,I love grape flavored candy/soda and these are pretty good
72,B001GVISJC,A3BDOAPSF96WGQ,"There is another company that makes grape gummy bears that are a little bit better in my opinion, but these are well worth it for the price"
72,B001GVISJC,A3BDOAPSF96WGQ,I like to use the gummy bears in home made Popsicles with flavored sports drink
72,B001GVISJC,A3BDOAPSF96WGQ,"The salt in the sports drink makes for softer popsicles, and the gummy bears are awesome frozen"
72,B001GVISJC,A3BDOAPSF96WGQ,They are delicious
73,B006SQBRMA,ATYMT48R62ENE,I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting
73,B006SQBRMA,ATYMT48R62ENE,It arrived fresh and intact
73,B006SQBRMA,ATYMT48R62ENE,Very good size
73,B006SQBRMA,ATYMT48R62ENE,I froze half for later use
73,B006SQBRMA,ATYMT48R62ENE,I am a pastry lover and these were the best I've ever tasted
73,B006SQBRMA,ATYMT48R62ENE,"The pastry was soft, the jam was really good and the taste was great"
73,B006SQBRMA,ATYMT48R62ENE,They were gone in no time
73,B006SQBRMA,ATYMT48R62ENE,My guests were really impressed
74,B0059WXJKM,A25VFHVGI4CFTP,Buyer Beware Please
74,B0059WXJKM,A25VFHVGI4CFTP,This sweetener is not for everybody
74,B0059WXJKM,A25VFHVGI4CFTP,Maltitol is an alcohol sugar and can be undigestible in the body
74,B0059WXJKM,A25VFHVGI4CFTP,You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience
74,B0059WXJKM,A25VFHVGI4CFTP,"Nausea, diarrhea & headaches can also be experienced"
74,B0059WXJKM,A25VFHVGI4CFTP,I learned my lesson the hard way years ago when I fell in love with the sugar-free chocolates suzanne sommers used to sell
74,B0059WXJKM,A25VFHVGI4CFTP,I thought I'd found sugar-free chocolate nirvana at first taste but the bliss was short lived when the terrible side effects of maltitol kicked in
74,B0059WXJKM,A25VFHVGI4CFTP,The discomfort was unlike anything I had ever felt before
74,B0059WXJKM,A25VFHVGI4CFTP,I blew up like a balloon and had very painful abdominal cramping
74,B0059WXJKM,A25VFHVGI4CFTP,"As the symptoms passed, this too was very unpleasant"
74,B0059WXJKM,A25VFHVGI4CFTP,"Though hard for me to believe a low calorie sweetener could be the culprit, all symptoms were gone when I stopped eating the chocolate"
74,B0059WXJKM,A25VFHVGI4CFTP,My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious sugar-free popcorn at my local market
74,B0059WXJKM,A25VFHVGI4CFTP,"The taste was amazing and while I was looking at the label wondering what could possibly make this yummy, new sugarfree treat taste so good, my heart sank when I followed the little asterisk next to sugarfree sweetener* down to the very bottom of the label and read ""maltitol"" in tiny little letters"
74,B0059WXJKM,A25VFHVGI4CFTP,Thank goodness I'd eaten only a little
74,B0059WXJKM,A25VFHVGI4CFTP,I still ended up with all the same side-effects but for a much shorter duration
74,B0059WXJKM,A25VFHVGI4CFTP,"Some people can use maltitol to their heart's content but others, like me, can have a bad reaction to it"
74,B0059WXJKM,A25VFHVGI4CFTP,"In case you're like me,"
74,B0059WXJKM,A25VFHVGI4CFTP,it's not you
74,B0059WXJKM,A25VFHVGI4CFTP,it's the maltitol
75,B001EPPI84,A3Q0IDQ03S0158,It is okay
75,B001EPPI84,A3Q0IDQ03S0158,I would not go out of my way to buy it again
76,B001EPPI84,A27TZ4WBU7N0YF,No tea flavor at all
76,B001EPPI84,A27TZ4WBU7N0YF,Just whole brunch of artifial flavors
76,B001EPPI84,A27TZ4WBU7N0YF,It is not returnable
76,B001EPPI84,A27TZ4WBU7N0YF,I wasted 20+ bucks
77,B004X2KR36,A2W3ABLWMJ84NS,These looked like a perfect snack to through in with my trail mix
77,B004X2KR36,A2W3ABLWMJ84NS,"Unfortunately, they arrived in a solid mass of melted chocolate"
77,B004X2KR36,A2W3ABLWMJ84NS,"I left them in my pantry for a few days, and when I opened them at room temperature they were still gooey"
77,B004X2KR36,A2W3ABLWMJ84NS,I through them in the fridge and I've been breaking off hunks ever since
77,B004X2KR36,A2W3ABLWMJ84NS,"They taste good to me, but the chocolate is all grainy after melting and then solidifying again"
77,B004X2KR36,A2W3ABLWMJ84NS,"I won't order them online again, but if I see them in a store I would pick them up"
78,B004X2KR36,A26M5O53PHZTKN,These taste really good
78,B004X2KR36,A26M5O53PHZTKN,I have been purchasing a different brand and these are very similar in taste and texture
78,B004X2KR36,A26M5O53PHZTKN,I agree with the other reviewer regarding ordering in the summe
78,B004X2KR36,A26M5O53PHZTKN,There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items
78,B004X2KR36,A26M5O53PHZTKN,Order in cold weather and buy enough to last
79,B004X2KR36,A2AB7M9UCNBVN7,"The taste was great, but the berries had melted"
79,B004X2KR36,A2AB7M9UCNBVN7,May order again in winte
79,B004X2KR36,A2AB7M9UCNBVN7,If you order in cold weather you should enjoy flavo
80,B005R8JE8O,A3H1EQD2PBC085,i know i cannot make tea this good
80,B005R8JE8O,A3H1EQD2PBC085,"granted, i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet"
80,B005R8JE8O,A3H1EQD2PBC085,it tastes crisp
81,B0066DMI6Y,AB30HQTI5VOLR,This peppermint stick is delicious and fun to eat
81,B0066DMI6Y,AB30HQTI5VOLR,My dad got me one for Christmas because he remembered me having a similar one when I was a little girl
81,B0066DMI6Y,AB30HQTI5VOLR,I'm 30 now and I love it
82,B0066DMI6Y,AZLONLC8OZPEC,Great gift for all ages
82,B0066DMI6Y,AZLONLC8OZPEC,"I purchased these giant canes before and the recipients loved them so much, they kept them and would not eat them"
83,B003ZFRKGO,A2VOZX7YBT0D6D,"I know the product title says Molecular Gastronomy, but don't let that scare you off"
83,B003ZFRKGO,A2VOZX7YBT0D6D,"I have been looking for this for a while now, not for food science, but for something more down to earth"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I use it to make my own coffee creame
83,B003ZFRKGO,A2VOZX7YBT0D6D,"I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured ""food"" items"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I really don't think they are good for the body
83,B003ZFRKGO,A2VOZX7YBT0D6D,"On the other hand, I hate using cold milk or cream, because I like HOT coffee"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I stumbled across this on Amazon one day and got the idea of making my own creame
83,B003ZFRKGO,A2VOZX7YBT0D6D,I also bought low-fat (non-instant) milk powder and regular milk powde
83,B003ZFRKGO,A2VOZX7YBT0D6D,"The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee"
83,B003ZFRKGO,A2VOZX7YBT0D6D,"You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich"
83,B003ZFRKGO,A2VOZX7YBT0D6D,"Also, I think the powder is too expensive to just use on it's own"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I like mixing 1/3 of each togethe
83,B003ZFRKGO,A2VOZX7YBT0D6D,"For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) suga"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers
83,B003ZFRKGO,A2VOZX7YBT0D6D,"If you wanted, you could use a fake sweetner powder instead"
83,B003ZFRKGO,A2VOZX7YBT0D6D,I make up small amounts that I store in jelly canning jars
83,B003ZFRKGO,A2VOZX7YBT0D6D,"I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom"
83,B003ZFRKGO,A2VOZX7YBT0D6D,Let it settle for a bit before opening the top though
83,B003ZFRKGO,A2VOZX7YBT0D6D,This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors
83,B003ZFRKGO,A2VOZX7YBT0D6D,I am going to try using some essential oils next and see if I can get a good chocolate/orange mix
83,B003ZFRKGO,A2VOZX7YBT0D6D,All of the ingredients I mentioned are here online
83,B003ZFRKGO,A2VOZX7YBT0D6D,Take the time to experiment
83,B003ZFRKGO,A2VOZX7YBT0D6D,Maybe you don't use any low-fat milk
83,B003ZFRKGO,A2VOZX7YBT0D6D,Or don't add any flavorings
83,B003ZFRKGO,A2VOZX7YBT0D6D,It is up to you
83,B003ZFRKGO,A2VOZX7YBT0D6D,"Also, would make great housewarming/host(ess) gifts"
83,B003ZFRKGO,A2VOZX7YBT0D6D,"I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great"
84,B0019CW0HE,A1FD9E5C06UB6B,"While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice"
84,B0019CW0HE,A1FD9E5C06UB6B,I have some very itchy dogs and am giving them a limited ingredient dog food to try to help
84,B0019CW0HE,A1FD9E5C06UB6B,"The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again"
84,B0019CW0HE,A1FD9E5C06UB6B,I like Natural Balance for the quality ingredients
85,B0019CW0HE,AK2CXHH9VRZ2A,Awesome dog food
85,B0019CW0HE,AK2CXHH9VRZ2A,"However, when given to my ""Boston"", who has severe reactions to some food ingredients; his itching increased to violent jumping out of bed at night, scratching"
85,B0019CW0HE,AK2CXHH9VRZ2A,"As soon as I changed to a different formula, the scratching stopped"
85,B0019CW0HE,AK2CXHH9VRZ2A,So glad Natural Balance has other choices
85,B0019CW0HE,AK2CXHH9VRZ2A,"I guess you have to try each, until you find what's best for your pet"
86,B0019CW0HE,A25BGFRHYHEZKK,We have three dogs and all of them love this food
86,B0019CW0HE,A25BGFRHYHEZKK,"We bought it specifically for one of our dogs who has food allergies and it works great for him, no more hot spots or tummy problems"
86,B0019CW0HE,A25BGFRHYHEZKK,I LOVE that it ships right to our door with free shipping
87,B0019CW0HE,A37N9XZBB8JYOF,My dog has a ton of allergies both environmental and food
87,B0019CW0HE,A37N9XZBB8JYOF,She was on a prescription dog food before we had her tested to see what allergies she has
87,B0019CW0HE,A37N9XZBB8JYOF,"After we got the test back, we learned she was allergic to something in the prescription brand"
87,B0019CW0HE,A37N9XZBB8JYOF,So I finally found this dog food and she has done so well on this
87,B0019CW0HE,A37N9XZBB8JYOF,"She still has her environmental triggers, but I am happy she can finally eat something I know won't cause her pain"
88,B0019CW0HE,A1T4L0Q47OZ9N,My shepherd/collie mix has IBS
88,B0019CW0HE,A1T4L0Q47OZ9N,Our vet recommended a limited ingredient food
88,B0019CW0HE,A1T4L0Q47OZ9N,This has really helped her symptoms and she likes it
88,B0019CW0HE,A1T4L0Q47OZ9N,I will always buy it from Amazon
88,B0019CW0HE,A1T4L0Q47OZ9N,it's $10 cheaper and free shipping
89,B0019CW0HE,A3IMXZE9FCUNOC,Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell
89,B0019CW0HE,A3IMXZE9FCUNOC,She has awful food allergy's and this food was our last hope because it was the last food we could find that didn't have SOMETHING in it that she was allergic to
89,B0019CW0HE,A3IMXZE9FCUNOC,She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice
89,B0019CW0HE,A3IMXZE9FCUNOC,she seems to like that bette
89,B0019CW0HE,A3IMXZE9FCUNOC,We started feeding it to our other dog (a Bichon) too and she loves it
89,B0019CW0HE,A3IMXZE9FCUNOC,If your dog has allergy's or stomach issue
89,B0019CW0HE,A3IMXZE9FCUNOC,or if you want your dog to eat better food-- this is it
89,B0019CW0HE,A3IMXZE9FCUNOC,You will see a difference in your pet
90,B0019CW0HE,A1EC57S6C2VLTL,Great food
90,B0019CW0HE,A1EC57S6C2VLTL,I love the idea of one food for all ages & breeds
90,B0019CW0HE,A1EC57S6C2VLTL,Ît's a real convenience as well as a really good product
90,B0019CW0HE,A1EC57S6C2VLTL,"My 3 dogs eat less, have almost no gas, their poop is regular and a perfect consistency, what else can a mom ask fo"
91,B0019CW0HE,A1OGD72Y2Y26CF,I have a standard poodle and pomeranian who both do wonderful on this food
91,B0019CW0HE,A1OGD72Y2Y26CF,I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance
92,B0019CW0HE,A7JWCYVPF7KCO,"This is great dog food, my dog has severs allergies and this brand is the only one that we can feed him"
93,B0019CW0HE,ABG53EBZBKD23,This food is great - all ages dogs
93,B0019CW0HE,ABG53EBZBKD23,I have a 3 year old and a puppy
93,B0019CW0HE,ABG53EBZBKD23,They are both so soft and hardly ever get sick
93,B0019CW0HE,ABG53EBZBKD23,The food is good especially when you have Amazon Prime shipping  :)
94,B0019CW0HE,A3AF72GP4GVRY1,My golden retriever is one of the most picky dogs I've ever met
94,B0019CW0HE,A3AF72GP4GVRY1,"After experimenting with various types of food, I have found she loves natural balance"
94,B0019CW0HE,A3AF72GP4GVRY1,What I really like about natural balance is the fact that it has multiple flavors in dry and wet varieties
94,B0019CW0HE,A3AF72GP4GVRY1,I mix her dry food with a little wet food and my golden loves it
94,B0019CW0HE,A3AF72GP4GVRY1,"Furthermore, I do like mixing up the flavors each time as I think the same meal day over day might get a little boring, so I figured why not"
94,B0019CW0HE,A3AF72GP4GVRY1,I tend to stay away from the fish type though as it smells
94,B0019CW0HE,A3AF72GP4GVRY1,"Additionally, I started purchasing off Amazon because Petco didn't have the wet food box and only had a couple of cans"
94,B0019CW0HE,A3AF72GP4GVRY1,I came home and to my surprise realized that I could save $20 each time I bought dog food if I just buy it off Amazon
94,B0019CW0HE,A3AF72GP4GVRY1,"All in all, I definitely recommend and give my stamp of approval to natural balance dog food"
94,B0019CW0HE,A3AF72GP4GVRY1,"While I have never eaten it, my dog seems to love it"
95,B0019CW0HE,A1DJAAKLPCJRZD,This is the same food we get at pet store
95,B0019CW0HE,A1DJAAKLPCJRZD,But it's delivered to my doo
95,B0019CW0HE,A1DJAAKLPCJRZD,And for the same price or slightly less
96,B0019CW0HE,A1BFNM27629VAV,I've been very pleased with the Natural Balance dog food
96,B0019CW0HE,A1BFNM27629VAV,Our dogs have had issues with other dog foods in the past and I had someone recommend Natural Balance grain free since it is possible they were allergic to grains
96,B0019CW0HE,A1BFNM27629VAV,Since switching I haven't had any issues
96,B0019CW0HE,A1BFNM27629VAV,It is also helpful that have have different kibble size for larger/smaller sized dogs
97,B0019CW0HE,A18AAABCIJKC5Q,My 1-1/2 year old basenji/jack russell mix loves this dog food
97,B0019CW0HE,A18AAABCIJKC5Q,He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this yea
97,B0019CW0HE,A18AAABCIJKC5Q,"Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full"
97,B0019CW0HE,A18AAABCIJKC5Q,"On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day"
97,B0019CW0HE,A18AAABCIJKC5Q,"When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods"
97,B0019CW0HE,A18AAABCIJKC5Q,"and a healthier, happier dog, to boot"
97,B0019CW0HE,A18AAABCIJKC5Q,"Add in the fact that you can get free, 2-day shipping with Amazon Prime"
97,B0019CW0HE,A18AAABCIJKC5Q,I'm sold
98,B0019CW0HE,A3UII2114114PI,Our pup has experienced allergies in forms of hotspots and itching from other dog foods
98,B0019CW0HE,A3UII2114114PI,The cheap 'you can buy it anywhere' food not only have crazy preservatives in them but can cause health problems for your pets
98,B0019CW0HE,A3UII2114114PI,This food works wonders on reducing allergies and our dog loves the food
98,B0019CW0HE,A3UII2114114PI,This message is RAMSEY FrAnkenSteiN approved
99,B0019CW0HE,ABZ9F0D94YK45,My English Bulldog had skin allergies the summer we got him at age 3
99,B0019CW0HE,ABZ9F0D94YK45,The vet recommended we wean him off the food his previous owner gave him (Iams Lamb and Rice) and onto a new kind
99,B0019CW0HE,ABZ9F0D94YK45,"This was the second one we tried, and it has been working ever since"
99,B0019CW0HE,ABZ9F0D94YK45,It's for dogs that need a limited diet who can be sensitive to additives and proteins commonly found in commercial dog food (like chicken or beef)
100,B0019CW0HE,A2P6ACFZ8FTNVV,I fed this to my Golden Retriever and he hated it
100,B0019CW0HE,A2P6ACFZ8FTNVV,"He wouldn't eat it, and when he did, it gave him terrible diarrhea"
100,B0019CW0HE,A2P6ACFZ8FTNVV,We will not be buying this again
100,B0019CW0HE,A2P6ACFZ8FTNVV,It's also super expensive
101,B004K2IHUO,A1SYSKR79LA2CB,"The mouth says, ""How do I love thee, let me count the ways"
101,B004K2IHUO,A1SYSKR79LA2CB,"""<br />If you like apple products a must have item"
101,B004K2IHUO,A1SYSKR79LA2CB,"The only draw back, shipping cost"
101,B004K2IHUO,A1SYSKR79LA2CB,These are very heavy
102,B004K2IHUO,A3D1TXE98KRKYO,Arrived slightly thawed
102,B004K2IHUO,A3D1TXE98KRKYO,My parents wouldn't accept it
102,B004K2IHUO,A3D1TXE98KRKYO,"However, the company was very helpful and issued a full refund"
103,B004K2IHUO,AVCA516CFZ9HF,The crust on these tarts are perfect
103,B004K2IHUO,AVCA516CFZ9HF,"My husband loves these, but I'm not so crazy about them"
103,B004K2IHUO,AVCA516CFZ9HF,They are just too sour/tart for my taste
103,B004K2IHUO,AVCA516CFZ9HF,I'll eat the crust and hubby takes my filling
103,B004K2IHUO,AVCA516CFZ9HF,"My kids think they're great, so maybe it's just me"
104,B004K2IHUO,A1P21J0DMTVGS7,These are absolutely scrumptuous
104,B004K2IHUO,A1P21J0DMTVGS7,"My husband and I both love them, however, as another customer put it, they are expensive to ship"
104,B004K2IHUO,A1P21J0DMTVGS7,The cost of shipping is more than the tartlets themselves are
105,B004K2IHUO,AL3E5V6MXO9B0,What a nice alternative to an apple pie
105,B004K2IHUO,AL3E5V6MXO9B0,Love the fact there was no slicing and dicing
105,B004K2IHUO,AL3E5V6MXO9B0,Easy to prepare
105,B004K2IHUO,AL3E5V6MXO9B0,I also loved the fact that you can make them fresh whenever needed
106,B004K2IHUO,A2O9G2521O626G,I like Creme Brulee
106,B004K2IHUO,A2O9G2521O626G,I loved that these were so easy
106,B004K2IHUO,A2O9G2521O626G,Just sprinkle on the sugar that came with and broil
106,B004K2IHUO,A2O9G2521O626G,They look amazing and taste great
106,B004K2IHUO,A2O9G2521O626G,My guess thought I really went out of the way for them when really it took all of 5 minutes
106,B004K2IHUO,A2O9G2521O626G,I will be ordering more
107,B004K2IHUO,A1ZKFQLHFZAEH9,not what I was expecting in terms of the company's reputation for excellent home delivery products
108,B001REEG6C,A30835UIR6F8KB,I first bought pickled asparagus at an Amish market and it was love at first bite
108,B001REEG6C,A30835UIR6F8KB,"Hence, when I saw these on the discount rack at the local Safeway I cleaned it out"
108,B001REEG6C,A30835UIR6F8KB,These are even better than the ones from the Amish market
108,B001REEG6C,A30835UIR6F8KB,"They are fantastic, and some of the jars have a bonus clove of garlic at the bottom"
108,B001REEG6C,A30835UIR6F8KB,I'm going to order the six pack and I'm a household of one
108,B001REEG6C,A30835UIR6F8KB,They wont go to waste
109,B001REEG6C,A10EHUTGNC4BGP,I love asparagus
109,B001REEG6C,A10EHUTGNC4BGP,"Up until very recently, I had never had pickled asparagus"
109,B001REEG6C,A10EHUTGNC4BGP,"Oh my goodness, when a friend introduced me to this exact brand, I couldn't believe how great stuff tasted"
109,B001REEG6C,A10EHUTGNC4BGP,I loved it so much I bought the six pack
109,B001REEG6C,A10EHUTGNC4BGP,I've got 2 jars left
109,B001REEG6C,A10EHUTGNC4BGP,Gonna need more
110,B001REEG6C,AY12DBB0U420B,I'm presently on a diet and I was at my Fresh and Easy Neighborhood Grocery looking over possible diet foods
110,B001REEG6C,AY12DBB0U420B,"I wanted things that were tasty, non-fat and low in calories"
110,B001REEG6C,AY12DBB0U420B,I came home with about a dozen items
110,B001REEG6C,AY12DBB0U420B,That's how I discovered the Tillen Farms Pickled Crispy Asparagus
110,B001REEG6C,AY12DBB0U420B,"Well, I've always liked asparagus anyway and I've enjoyed several brands of pickled asparagus"
110,B001REEG6C,AY12DBB0U420B,"This Tillen Farms brand is really, really good"
110,B001REEG6C,AY12DBB0U420B,It's the best I can recall
110,B001REEG6C,AY12DBB0U420B,There's an excellent flavor and a big clove of garlic down in  the bottom of the jar which I'm looking forward to eating
110,B001REEG6C,AY12DBB0U420B,"I can't believe how good this asparagus tastes and right on the front it says ""only 60 calories per ja"
110,B001REEG6C,AY12DBB0U420B,""" Now this is my idea of a good diet food"
110,B001REEG6C,AY12DBB0U420B,Gary Peterson
111,B000J0HIT2,A1VKJN5Y1C7S5Y,I was diappointed in the flavor and texture of this mix
111,B000J0HIT2,A1VKJN5Y1C7S5Y,"I usually like most of the Low Carb things I have tried, but was diappointed in this specific one"
112,B0037LW78C,A3VEYLW2KPZNGK,I have been drinking this tea for a long time now
112,B0037LW78C,A3VEYLW2KPZNGK,I used to have to purchase it at a doctor's office because it wasn't available elsewhere
112,B0037LW78C,A3VEYLW2KPZNGK,I'm so glad that I can buy it now from Amazon
112,B0037LW78C,A3VEYLW2KPZNGK,com
112,B0037LW78C,A3VEYLW2KPZNGK,I drink this tea throughout the day like other folks drink coffee
112,B0037LW78C,A3VEYLW2KPZNGK,Wonderful taste
113,B0037LW78C,A2F65U0UDY7TAW,I have been drinking Royal King 100% Natural Organic Green Tea (100 tea bags x 2g each) as my every day tea for several years now
113,B0037LW78C,A2F65U0UDY7TAW,I buy 12 boxes at a time to save on shipping
113,B0037LW78C,A2F65U0UDY7TAW,For many years I used to drink coffee from morning till night
113,B0037LW78C,A2F65U0UDY7TAW,But finally I realized that drinking so much coffee was not healthy for me
113,B0037LW78C,A2F65U0UDY7TAW,I finally resolved to improve my health and stopped drinking coffee all togethe
113,B0037LW78C,A2F65U0UDY7TAW,I tried many alternative drinks to replace my coffee habit
113,B0037LW78C,A2F65U0UDY7TAW,I found that green tea was not only good tasting it also has health benefits
113,B0037LW78C,A2F65U0UDY7TAW,Green tea is one of the few drinks that actually makes you healthier (coffe and other drinks do not) - the only healthier drink is quality cold wate
113,B0037LW78C,A2F65U0UDY7TAW,"In my opinion, for the price, Royal King 100% Natural Organic Green Tea is one of the best tasting teas"
